name,Z,Period,Group,m,kai,EA,IE1,IE2,Rvdw,Rcov,MP,BP,Cp_g,Cp_mol,rho,E-fusion,E-vapor,ThermalConductivity
NaBeSb,22.0,3.33333333333,6.0,51.2673333333,1.51666666667,0.53931,7.69005533333,27.3758466667,1.95333333333,1.33,944.957333333,1919.13,1.08666666667,23.301,3.171,10.0833333333,154.326666667,1.221
NaBr,23.0,3.5,9.0,51.445,1.945,1.956465,8.476438,34.4387,2.06,1.385,318.447,744.02,0.851,51.96,2.044,4.2,56.3675,0.70561
NaCaAs,21.3333333333,3.66666666667,6.0,45.9966666667,1.37,0.452643333333,7.013612,25.9157733333,2.14333333333,1.51333333333,858.748,1267.46333333,0.734666666667,26.2663333333,2.74833333333,12.9466666667,95.0266666667,1.30733333333
NaCdAs,30.6666666667,4.0,9.33333333333,70.1033333333,1.6,0.452643333333,7.973832,27.5946366667,2.1,1.4,685.104333333,1028.46333333,0.596,26.2966666667,5.115,12.2,76.76,0.96
NaCdF3,17.2,2.8,12.8,38.478,2.912,2.148986,13.2802592,33.821422,1.772,0.96,225.1206,490.272,0.7862,29.6324,2.9412,1.936,41.53788,0.4757674
NaCdSb,36.6666666667,4.33333333333,9.33333333333,85.73,1.55666666667,0.53931,7.58042866667,26.94157,2.17,1.46666666667,622.980333333,1352.13,0.555333333333,26.4933333333,5.43833333333,9.53333333333,88.6166666667,0.873666666667
NaCl,14.0,3.0,9.0,29.22,2.045,2.082465,9.053353,35.55,2.01,1.3,271.297,697.6,0.8535,31.0895,2.091,2.9,54.105,0.7050445
NaF,10.0,2.5,9.0,20.995,2.455,1.973465,11.280938,41.1286,1.87,1.1,212.212,620.565,1.026,29.767,1.332,1.43,50.6399,0.7051395
NaHgCl3,28.4,3.6,12.8,65.988,2.462,2.279786,10.8958932,27.4968,1.95,1.184,224.043,500.6378,0.561,31.612,4.8288,2.898,37.582,0.2987334
NaI,32.0,4.0,9.0,74.945,1.795,1.803515,7.795168,33.20885,2.125,1.48,378.897,806.82,0.721,41.33,2.954,5.18,59.455,0.707245
NaMgAs,18.6666666667,3.33333333333,6.0,40.74,1.47333333333,0.452643333333,7.524637,26.97029,1.95,1.4,794.748,1136.13,0.86,25.913,2.811,13.0,86.0033333333,1.15733333333
NaMgF3,10.0,2.4,10.8,20.86,2.836,2.148986,13.0107422,33.446814,1.682,0.96,290.9068,554.872,0.9446,29.4022,1.5588,2.416,47.08388,0.5941674
NaMgP,12.6666666667,3.0,6.0,26.09,1.47666666667,0.431476666667,7.75733366667,27.3637233333,1.93333333333,1.36333333333,537.131333333,1024.29666667,1.00666666667,25.641,1.50966666667,3.98,79.3366666667,0.990783333333
NaMgSb,24.6666666667,3.66666666667,6.0,56.3666666667,1.43,0.53931,7.13123366667,26.3172233333,2.02,1.46666666667,732.624,1459.79666667,0.819333333333,26.1096666667,3.13433333333,10.3333333333,97.86,1.071
NaSrAs,27.3333333333,4.0,6.0,61.8433333333,1.35333333333,0.452643333333,6.87417533333,25.6352333333,2.20333333333,1.56666666667,837.081333333,1231.79666667,0.621,26.5533333333,3.10833333333,12.7666666667,89.1033333333,0.755
NaSrP,21.3333333333,3.66666666667,6.0,47.1933333333,1.35666666667,0.431476666667,7.106872,26.0286666667,2.18666666667,1.53,579.464666667,1119.96333333,0.767666666667,26.2813333333,1.807,3.74666666667,82.4366666667,0.58845
NaZnAs,24.6666666667,3.66666666667,9.33333333333,54.4333333333,1.58666666667,0.452643333333,8.10729166667,27.9466633333,2.04333333333,1.33333333333,717.923666667,1075.13,0.648333333333,26.0866666667,4.61166666667,12.55,81.9033333333,1.024
NaZnF3,13.6,2.6,12.8,29.076,2.904,2.148986,13.360335,34.032638,1.738,0.92,244.8122,518.272,0.8176,29.5064,2.6392,2.146,44.62388,0.5141674
