formula,Z,Period,Group,m,kai,EA,IE1,IE2,Rvdw,Rcov,MP,BP,Cp_g,Cp_mol,rho,E-fusion,E-vapor,ThermalConductivity
RbHgAs,50.0,5.0,9.33333333333,120.33,1.63333333333,0.431973333333,8.13440933333,21.5451666667,2.37,1.55666666667,545.640333333,826.689666667,0.277333333333,27.8943333333,6.931,10.7266666667,53.6333333333,0.389133333333
RbHgBr3,44.4,4.6,12.8,105.154,2.32,2.116184,10.0112056,22.16386,2.162,1.396,268.9242,517.3538,0.385,57.2226,4.8852,4.376,34.535,0.133812
RbHgCl3,33.6,4.0,12.8,78.484,2.44,2.267384,10.7035036,23.49742,2.102,1.294,212.3442,461.6498,0.388,32.178,4.9416,2.816,31.82,0.1331334
RbHgF3,28.8,3.4,12.8,68.614,2.932,2.136584,13.3766056,30.19174,1.934,1.054,141.4422,369.2078,0.595,30.591,4.0308,1.052,27.66188,0.1332474
RbHgI3,55.2,5.2,12.8,133.354,2.14,1.932644,9.1936816,20.68804,2.24,1.51,341.4642,592.7138,0.229,44.4666,5.9772,5.552,38.24,0.135774
RbHgN,41.3333333333,4.33333333333,9.33333333333,100.026666667,1.92,0.13864,9.71624266667,25.2158666667,2.27,1.39333333333,203.307,556.091333333,0.514333333333,29.389,5.439,1.61333333333,43.7642666667,0.2218866
RbHgP,44.0,4.66666666667,9.33333333333,105.68,1.63666666667,0.410806666667,8.367106,21.9386,2.35333333333,1.52,288.023666667,714.856333333,0.424,27.6223333333,5.62966666667,1.70666666667,46.9666666667,0.222583333333
RbHgSb,56.0,5.33333333333,9.33333333333,135.956666667,1.59,0.51864,7.741006,20.8921,2.44,1.62333333333,483.516333333,1150.35633333,0.236666666667,28.091,7.25433333333,8.06,65.49,0.3028
RbI,45.0,5.0,9.0,106.185,1.74,1.77251,7.314194,23.2104,2.505,1.755,349.65,709.35,0.2885,42.745,3.236,4.975,45.05,0.293245
RbMgAs,27.3333333333,4.0,6.0,61.5666666667,1.43666666667,0.431973333333,7.20398766667,20.3046566667,2.20333333333,1.58333333333,775.25,1071.15,0.571666666667,26.8563333333,2.999,12.8633333333,76.4,0.881333333333
RbMgBr3,30.8,4.0,10.8,69.896,2.202,2.116184,9.4529526,21.419554,2.062,1.412,406.69,664.03,0.5616,56.5998,2.526,5.658,48.195,0.429132
RbMgCl3,20.0,3.4,10.8,43.226,2.322,2.267384,10.1452506,22.753114,2.002,1.31,350.11,608.326,0.5646,31.5552,2.5824,4.098,45.48,0.4284534
RbMgF3,15.2,2.8,10.8,33.356,2.814,2.136584,12.8183526,29.447434,1.834,1.07,279.208,515.884,0.7716,29.9682,1.6716,2.334,41.32188,0.4285674
RbMgI3,41.6,4.6,10.8,98.096,2.022,1.932644,8.6354286,19.943734,2.14,1.526,479.23,739.39,0.4056,43.8438,3.618,6.834,51.9,0.431094
RbMgN,18.6666666667,3.33333333333,6.0,41.2633333333,1.72333333333,0.13864,8.785821,23.9753566667,2.10333333333,1.42,432.916666667,800.551666667,0.808666666667,28.351,1.507,3.75,66.5309333333,0.7140866
RbMgP,21.3333333333,3.66666666667,6.0,46.9166666667,1.44,0.410806666667,7.43668433333,20.69809,2.18666666667,1.54666666667,517.633333333,959.316666667,0.718333333333,26.5843333333,1.69766666667,3.84333333333,69.7333333333,0.714783333333
RbMgSb,33.3333333333,4.33333333333,6.0,77.1933333333,1.39333333333,0.51864,6.81058433333,19.65159,2.27333333333,1.65,713.126,1394.81666667,0.531,27.053,3.32233333333,10.1966666667,88.2566666667,0.795
RbSrAs,36.0,4.66666666667,6.0,82.67,1.31666666667,0.431973333333,6.553526,18.9696,2.45666666667,1.75,817.583333333,1166.81666667,0.332666666667,27.4966666667,3.29633333333,12.63,79.5,0.479
RbSrBr3,36.0,4.4,10.8,82.558,2.13,2.116184,9.0626756,20.61852,2.214,1.512,432.09,721.43,0.4182,56.984,2.7044,5.518,50.055,0.187732
RbSrCl3,25.2,3.8,10.8,55.888,2.25,2.267384,9.7549736,21.95208,2.154,1.41,375.51,665.726,0.4212,31.9394,2.7608,3.958,47.34,0.1870534
RbSrF3,20.4,3.2,10.8,46.018,2.742,2.136584,12.4280756,28.6464,1.986,1.17,304.608,573.284,0.6282,30.3524,1.85,2.194,43.18188,0.1871674
RbSrI3,46.8,5.0,10.8,110.758,1.95,1.932644,8.2451516,19.1427,2.292,1.626,504.63,796.79,0.2622,44.228,3.7964,6.694,53.76,0.189694
RbSrN,27.3333333333,4.0,6.0,62.3666666667,1.60333333333,0.13864,8.13535933333,22.6403,2.35666666667,1.58666666667,475.25,896.218333333,0.569666666667,28.9913333333,1.80433333333,3.51666666667,69.6309333333,0.311753266667
RbSrP,30.0,4.33333333333,6.0,68.02,1.32,0.410806666667,6.78622266667,19.3630333333,2.44,1.71333333333,559.966666667,1054.98333333,0.479333333333,27.2246666667,1.995,3.61,72.8333333333,0.31245
RbSrSb,42.0,5.0,6.0,98.2966666667,1.27333333333,0.51864,6.16012266667,18.3165333333,2.52666666667,1.81666666667,755.459333333,1490.48333333,0.292,27.6933333333,3.61966666667,9.96333333333,91.3566666667,0.392666666667
RbZnAs,33.3333333333,4.33333333333,9.33333333333,75.26,1.55,0.431973333333,7.78664233333,21.28103,2.29666666667,1.51666666667,698.425666667,1010.15,0.36,27.03,4.79966666667,12.4133333333,72.3,0.748
RbZnBr3,34.4,4.2,12.8,78.112,2.27,2.116184,9.8025454,22.005378,2.118,1.372,360.5954,627.43,0.4346,56.704,3.6064,5.388,45.735,0.349132
RbZnCl3,23.6,3.6,12.8,51.442,2.39,2.267384,10.4948434,23.338938,2.058,1.27,304.0154,571.726,0.4376,31.6594,3.6628,3.828,43.02,0.3484534
RbZnF3,18.8,3.0,12.8,41.572,2.882,2.136584,13.1679454,30.033258,1.89,1.03,233.1134,479.284,0.6446,30.0724,2.752,2.064,38.86188,0.3485674
RbZnI3,45.2,4.8,12.8,106.312,2.09,1.932644,8.9850214,20.529558,2.196,1.486,433.1354,702.79,0.2786,43.948,4.6984,6.564,49.44,0.351094
RbZnN,24.6666666667,3.66666666667,9.33333333333,54.9566666667,1.83666666667,0.13864,9.36847566667,24.95173,2.19666666667,1.35333333333,356.092333333,739.551666667,0.597,28.5246666667,3.30766666667,3.3,62.4309333333,0.580753266667
RbZnP,27.3333333333,4.0,9.33333333333,60.61,1.55333333333,0.410806666667,8.019339,21.6744633333,2.28,1.48,440.809,898.316666667,0.506666666667,26.758,3.49833333333,3.39333333333,65.6333333333,0.58145
RbZnSb,39.3333333333,4.66666666667,9.33333333333,90.8866666667,1.50666666667,0.51864,7.393239,20.6279633333,2.36666666667,1.58333333333,636.301666667,1333.81666667,0.319333333333,27.2266666667,5.123,9.74666666667,84.1566666667,0.661666666667
Sc2O3,13.2,2.8,10.8,27.584,2.608,0.9518729,10.795426,26.192568,1.772,1.02,758.276,1297.7728,0.778,27.8348,2.0514,6.5332,123.96654,0.06336044
Sc2S3,18.0,3.4,10.8,37.226,2.092,1.321472,8.840602,19.122636,1.94,1.26,958.676,1674.316,0.652,23.828,2.37,7.438,127.92,0.064814
Sc2Se3,28.8,4.0,10.8,65.36,2.074,1.2872,8.47603,17.833908,2.0,1.344,1022.03,1818.55,0.4198,25.4258,4.0854,9.64,137.712,0.07544
Sc2Te3,39.6,4.6,10.8,94.544,1.804,1.25768,8.030356,16.279908,2.096,1.458,1159.256,2000.35,0.3484,25.646,4.938,16.9,152.298,0.0773
ScAs,27.0,4.0,9.0,59.94,1.77,0.499,8.175045,15.694485,2.0,1.395,1452.15,1999.15,0.4485,25.08,4.356,21.85,168.6,0.33
ScBr3,31.5,4.0,13.5,71.165,2.56,2.57075,10.5007225,19.3931925,1.925,1.275,653.0,1026.25,0.4975,63.1475,3.08625,8.35,87.24375,0.040415
ScCl3,18.0,3.25,13.5,37.8275,2.71,2.75975,11.366095,21.0601425,1.85,1.1475,582.275,956.62,0.50125,31.84175,3.15675,6.4,83.85,0.03956675
ScF3,12.0,2.5,13.5,25.49,3.325,2.59625,14.7074725,29.4280425,1.64,0.8475,493.6475,841.0675,0.76,29.858,2.01825,4.195,78.65235,0.03970925
ScI3,45.0,4.75,13.5,106.415,2.335,2.341325,9.4788175,17.5484175,2.0225,1.4175,743.675,1120.45,0.3025,47.2025,4.45125,9.82,91.875,0.0428675
ScN,14.0,3.0,9.0,29.485,2.2,0.059,10.547795,21.200535,1.85,1.15,938.65,1593.2525,0.804,27.322,2.118,8.18,153.7964,0.0791299
ScP,18.0,3.5,9.0,37.965,1.775,0.46725,8.52409,16.284635,1.975,1.34,1065.725,1831.4,0.6685,24.672,2.404,8.32,158.6,0.080175
ScSb,36.0,4.5,9.0,83.38,1.705,0.629,7.58494,14.714885,2.105,1.495,1358.964,2484.65,0.3875,25.375,4.841,17.85,186.385,0.2005
Sr3As2,36.0,4.6,7.2,82.54,1.442,0.324,7.33235,14.05374,2.234,1.62,1066.15,1345.75,0.3152,25.93,3.8688,15.88,95.1,0.4126
Sr3N2,25.6,3.8,7.2,58.176,1.786,-0.028,9.23055,18.45858,2.114,1.424,655.35,1021.032,0.5996,27.7236,2.0784,4.944,83.25712,0.21190392
Sr3P2,28.8,4.2,7.2,64.96,1.446,0.2986,7.611586,14.52586,2.214,1.576,757.01,1211.55,0.4912,25.6036,2.3072,5.056,87.1,0.21274
Sr3Sb2,43.2,5.0,7.2,101.292,1.39,0.428,6.860266,13.27006,2.318,1.7,991.6012,1734.15,0.2664,26.166,4.2568,12.68,109.328,0.309
SrAl2O4,13.7142857143,2.71428571429,13.1428571429,29.3685714286,2.56142857143,0.960926571429,10.3055122857,27.0245142857,1.75,0.991428571429,447.790857143,1085.02885714,0.824571428571,27.5288571429,1.96371428571,4.32685714286,104.591942857,0.727724228571
SrAl2S4,18.2857142857,3.28571428571,13.1428571429,38.5514285714,2.07,1.31292571429,8.44377514286,20.2912457143,1.91,1.22,638.648,1443.64142857,0.704571428571,23.7128571429,2.26714285714,5.18857142857,108.357142857,0.729108571429
SrAl2Se4,28.5714285714,3.85714285714,13.1428571429,65.3457142857,2.05285714286,1.28028571429,8.09656371429,19.0638857143,1.96714285714,1.3,698.985142857,1581.00714286,0.483428571429,25.2345714286,3.90085714286,7.28571428571,117.682857143,0.739228571429
SrAl2Te4,38.8571428571,4.42857142857,13.1428571429,93.14,1.79571428571,1.25217142857,7.67211228571,17.5838857143,2.05857142857,1.40857142857,829.676571429,1754.15,0.415428571429,25.4442857143,4.71285714286,14.2,131.574285714,0.741
SrBr2,36.0,4.33333333333,12.0,82.4733333333,2.29,2.24333333333,9.77415,18.0707,2.06333333333,1.41333333333,527.35,771.35,0.418,59.39,2.95666666667,6.53333333333,55.45,0.11848
SrCl2,24.0,3.66666666667,12.0,52.84,2.42333333333,2.41133333333,10.54337,19.5524333333,1.99666666667,1.3,464.483333333,709.456666667,0.421333333333,31.5626666667,3.01933333333,4.8,52.4333333333,0.117726
SrF2,18.6666666667,3.0,12.0,41.8733333333,2.97,2.266,13.5134833333,26.9905666667,1.81,1.03333333333,385.703333333,606.743333333,0.651333333333,29.7993333333,2.00733333333,2.84,47.8132,0.117852666667
SrGa2O4,18.8571428571,3.0,13.1428571429,41.58,2.61857142857,0.920640857143,10.3093788571,27.5064,1.75857142857,0.988571428571,267.631314286,1002.17171429,0.674857142857,28.0517142857,2.87914285714,2.86685714286,94.6662285714,0.166581371429
SrGa2S4,23.4285714286,3.57142857143,13.1428571429,50.7628571429,2.12714285714,1.27264,8.44764171429,20.7731314286,1.91857142857,1.21714285714,458.488457143,1360.78428571,0.554857142857,24.2357142857,3.18257142857,3.72857142857,98.4314285714,0.167965714286
SrGa2Se4,33.7142857143,4.14285714286,13.1428571429,77.5571428571,2.11,1.24,8.10043028571,19.5457714286,1.97571428571,1.29714285714,518.8256,1498.15,0.333714285714,25.7574285714,4.81628571429,5.82571428571,107.757142857,0.178085714286
SrGa2Te4,44.0,4.71428571429,13.1428571429,105.351428571,1.85285714286,1.21188571429,7.67597885714,18.0657714286,2.06714285714,1.40571428571,649.517028571,1671.29285714,0.265714285714,25.9671428571,5.62828571429,12.74,121.648571429,0.179857142857
SrI2,48.0,5.0,12.0,113.806666667,2.09,2.0394,8.86579,16.4309,2.15,1.54,607.95,855.083333333,0.244666666667,45.2166666667,4.17,7.84,59.5666666667,0.12066
SrIn2O4,24.0,3.28571428571,13.1428571429,54.46,2.61,0.920640857143,10.2485385714,27.0364428571,1.77571428571,1.04285714286,303.87,944.457428571,0.634857142857,28.2545714286,3.28085714286,2.20114285714,86.1776571429,0.283724228571
SrIn2S4,28.5714285714,3.85714285714,13.1428571429,63.6428571429,2.11857142857,1.27264,8.38680142857,20.3031742857,1.93571428571,1.27142857143,494.727142857,1303.07,0.514857142857,24.4385714286,3.58428571429,3.06285714286,89.9428571429,0.285108571429
SrIn2Se4,38.8571428571,4.42857142857,13.1428571429,90.4371428571,2.10142857143,1.24,8.03959,19.0758142857,1.99285714286,1.35142857143,555.064285714,1440.43571429,0.293714285714,25.9602857143,5.218,5.16,99.2685714286,0.295228571429
SrIn2Te4,49.1428571429,5.0,13.1428571429,118.231428571,1.84428571429,1.21188571429,7.61513857143,17.5958142857,2.08428571429,1.46,685.755714286,1613.57857143,0.225714285714,26.17,6.03,12.0742857143,113.16,0.297
SrLa2O4,26.2857142857,3.57142857143,10.2857142857,61.3457142857,2.41571428571,0.977783714286,10.1886928571,24.8046428571,1.91857142857,1.19142857143,521.984285714,1355.02885714,0.624,28.3602857143,2.94828571429,3.04114285714,135.669085714,0.0891528
SrLa2S4,30.8571428571,4.14285714286,10.2857142857,70.5285714286,1.92428571429,1.32978285714,8.32695571429,18.0713742857,2.07857142857,1.42,712.841428571,1713.64142857,0.504,24.5442857143,3.25171428571,3.90285714286,139.434285714,0.0905371428571
SrLa2Se4,41.1428571429,4.71428571429,10.2857142857,97.3228571429,1.90714285714,1.29714285714,7.97974428571,16.8440142857,2.13571428571,1.5,773.178571429,1851.00714286,0.282857142857,26.066,4.88542857143,6.0,148.76,0.100657142857
SrO,23.0,3.5,9.0,51.81,2.195,0.73056075,9.65645,23.0756,2.005,1.27,552.255,870.169,0.612,28.084,2.0295,4.111,70.15545,0.1766337
SrS,27.0,4.0,9.0,59.845,1.765,1.03856,8.02743,17.18399,2.145,1.47,719.255,1183.955,0.507,24.745,2.295,4.865,73.45,0.177845
SrSc2O4,16.0,3.0,10.2857142857,34.5057142857,2.49,0.888640857143,10.4700042857,25.3020057143,1.83857142857,1.09142857143,699.412857143,1175.60028571,0.730571428571,27.906,2.04514285714,5.84114285714,108.591942857,0.0957242285714
SrSc2S4,20.5714285714,3.57142857143,10.2857142857,43.6885714286,1.99857142857,1.24064,8.60826714286,18.5687371429,1.99857142857,1.32,890.27,1534.21285714,0.610571428571,24.09,2.34857142857,6.70285714286,112.357142857,0.0971085714286
SrSc2Se4,30.8571428571,4.14285714286,10.2857142857,70.4828571429,1.98142857143,1.208,8.26105571429,17.3413771429,2.05571428571,1.4,950.607142857,1671.57857143,0.389428571429,25.6117142857,3.98228571429,8.8,121.682857143,0.107228571429
SrSc2Te4,41.1428571429,4.71428571429,10.2857142857,98.2771428571,1.72428571429,1.17988571429,7.83660428571,15.8613771429,2.14714285714,1.50857142857,1081.29857143,1844.72142857,0.321428571429,25.8214285714,4.79428571429,15.7142857143,135.574285714,0.109
SrSe,36.0,4.5,9.0,83.29,1.75,1.01,7.72362,16.11005,2.195,1.54,772.05,1304.15,0.3135,26.0765,3.7245,6.7,81.61,0.1867
SrTe,45.0,5.0,9.0,107.61,1.525,0.9854,7.352225,14.81505,2.275,1.635,886.405,1455.65,0.254,26.26,4.435,12.75,93.765,0.18825
SrY2O4,21.1428571429,3.28571428571,10.2857142857,47.0628571429,2.45,0.922640857143,10.3716642857,25.1375,1.88714285714,1.14,693.984285714,1321.02885714,0.653428571429,28.1945714286,2.47,4.52685714286,125.306228571,0.0997242285714
SrY2S4,25.7142857143,3.85714285714,10.2857142857,56.2457142857,1.95857142857,1.27464,8.50992714286,18.4042314286,2.04714285714,1.36857142857,884.841428571,1679.64142857,0.533428571429,24.3785714286,2.77342857143,5.38857142857,129.071428571,0.101108571429
SrY2Se4,36.0,4.42857142857,10.2857142857,83.04,1.94142857143,1.242,8.16271571429,17.1768714286,2.10428571429,1.44857142857,945.178571429,1817.00714286,0.312285714286,25.9002857143,4.40714285714,7.48571428571,138.397142857,0.111228571429
SrY2Te4,46.2857142857,5.0,10.2857142857,110.834285714,1.68428571429,1.21388571429,7.73826428571,15.6968714286,2.19571428571,1.55714285714,1075.87,1990.15,0.244285714286,26.11,5.21914285714,14.4,152.288571429,0.113
Y2O3,20.4,3.2,10.8,45.164,2.552,0.9994729,10.65775,25.96226,1.84,1.088,750.676,1501.3728,0.67,28.2388,2.6462,4.6932,147.36654,0.06896044
Y2S3,25.2,3.8,10.8,54.806,2.036,1.369072,8.702926,18.892328,2.008,1.328,951.076,1877.916,0.544,24.232,2.9648,5.598,151.32,0.070414
Y2Se3,36.0,4.4,10.8,82.94,2.018,1.3348,8.338354,17.6036,2.068,1.412,1014.43,2022.15,0.3118,25.8298,4.6802,7.8,161.112,0.08104
Y2Te3,46.8,5.0,10.8,112.124,1.748,1.30528,7.89268,16.0496,2.164,1.526,1151.656,2203.95,0.2404,26.05,5.5328,15.06,175.698,0.0829
YAs,36.0,4.5,9.0,81.915,1.7,0.5585,8.00295,15.4066,2.085,1.48,1442.65,2253.65,0.3135,25.585,5.0995,19.55,197.85,0.337
YBr3,36.0,4.25,13.5,82.1525,2.525,2.6005,10.414675,19.24925,1.9675,1.3175,648.25,1153.5,0.43,63.4,3.458,7.2,101.86875,0.043915
YCl3,22.5,3.5,13.5,48.815,2.675,2.7895,11.2800475,20.9162,1.8925,1.19,577.525,1083.87,0.43375,32.09425,3.5285,5.25,98.475,0.04306675
YF3,16.5,2.75,13.5,36.4775,3.29,2.626,14.621425,29.2841,1.6825,0.89,488.8975,968.3175,0.6925,30.1105,2.39,3.045,93.27735,0.04320925
YI3,49.5,5.0,13.5,117.4025,2.3,2.371075,9.39277,17.404475,2.065,1.46,738.925,1247.7,0.235,47.455,4.823,8.67,106.5,0.0463675
YN,23.0,3.5,9.0,51.46,2.13,0.1185,10.3757,20.91265,1.935,1.235,929.15,1847.7525,0.669,27.827,2.8615,5.88,183.0464,0.0861299
YP,27.0,4.0,9.0,59.94,1.705,0.52675,8.351995,15.99675,2.06,1.425,1056.225,2085.9,0.5335,25.177,3.1475,6.02,187.85,0.087175
YSb,45.0,5.0,9.0,105.355,1.635,0.6885,7.412845,14.427,2.19,1.58,1349.464,2739.15,0.2525,25.88,5.5845,15.55,215.635,0.2075
Zn3As2,31.2,4.0,13.2,69.202,1.862,0.324,9.5519594,18.214314,1.946,1.2,851.6662,1063.75,0.3644,25.09,6.5748,15.49,82.14,0.8968
Zn3N2,20.8,3.2,13.2,44.838,2.206,-0.028,11.4501594,22.619154,1.826,1.004,440.8662,739.032,0.6488,26.8836,4.7844,4.554,70.29712,0.69610392
Zn3P2,24.0,3.6,13.2,51.622,1.866,0.2986,9.8311954,18.686434,1.926,1.156,542.5262,929.55,0.5404,24.7636,5.0132,4.666,74.14,0.69694
Zn3Sb2,38.4,4.4,13.2,87.954,1.81,0.428,9.0798754,17.430634,2.03,1.28,777.1174,1452.15,0.3156,25.326,6.9628,12.29,96.368,0.7932
ZnAl2O4,12.5714285714,2.57142857143,14.5714285714,26.1928571429,2.66142857143,0.960926571429,10.8339907143,28.0151271429,1.68142857143,0.891428571429,396.723285714,1017.886,0.836285714286,27.3288571429,2.608,4.234,101.506228571,0.843009942857
ZnAl2S4,17.1428571429,3.14285714286,14.5714285714,35.3757142857,2.17,1.31292571429,8.97225357143,21.2818585714,1.84142857143,1.12,587.580428571,1376.49857143,0.716285714286,23.5128571429,2.91142857143,5.09571428571,105.271428571,0.844394285714
ZnAl2Se4,27.4285714286,3.71428571429,14.5714285714,62.17,2.15285714286,1.28028571429,8.62504214286,20.0544985714,1.89857142857,1.2,647.917571429,1513.86428571,0.495142857143,25.0345714286,4.54514285714,7.19285714286,114.597142857,0.854514285714
ZnAl2Te4,37.7142857143,4.28571428571,14.5714285714,89.9642857143,1.89571428571,1.25217142857,8.20059071429,18.5744985714,1.99,1.30857142857,778.609,1687.00714286,0.427142857143,25.2442857143,5.35714285714,14.1071428571,128.488571429,0.856285714286
ZnBr2,33.3333333333,4.0,15.3333333333,75.0633333333,2.52333333333,2.24333333333,11.0072663333,20.38213,1.90333333333,1.18,408.192333333,614.683333333,0.445333333333,58.9233333333,4.46,6.31666666667,48.25,0.38748
ZnCl2,21.3333333333,3.33333333333,15.3333333333,45.43,2.65666666667,2.41133333333,11.7764863333,21.8638633333,1.83666666667,1.06666666667,345.325666667,552.79,0.448666666667,31.096,4.52266666667,4.58333333333,45.2333333333,0.386726
ZnF2,16.0,2.66666666667,15.3333333333,34.4633333333,3.20333333333,2.266,14.7465996667,29.3019966667,1.65,0.8,266.545666667,450.076666667,0.678666666667,29.3326666667,3.51066666667,2.62333333333,40.6132,0.386852666667
ZnGa2O4,17.7142857143,2.85714285714,14.5714285714,38.4042857143,2.71857142857,0.920640857143,10.8378572857,28.4970128571,1.69,0.888571428571,216.563742857,935.028857143,0.686571428571,27.8517142857,3.52342857143,2.774,91.5805142857,0.281867085714
ZnGa2S4,22.2857142857,3.42857142857,14.5714285714,47.5871428571,2.22714285714,1.27264,8.97612014286,21.7637442857,1.85,1.11714285714,407.420885714,1293.64142857,0.566571428571,24.0357142857,3.82685714286,3.63571428571,95.3457142857,0.283251428571
ZnGa2Se4,32.5714285714,4.0,14.5714285714,74.3814285714,2.21,1.24,8.62890871429,20.5363842857,1.90714285714,1.19714285714,467.758028571,1431.00714286,0.345428571429,25.5574285714,5.46057142857,5.73285714286,104.671428571,0.293371428571
ZnGa2Te4,42.8571428571,4.57142857143,14.5714285714,102.175714286,1.95285714286,1.21188571429,8.20445728571,19.0563842857,1.99857142857,1.30571428571,598.449457143,1604.15,0.277428571429,25.7671428571,6.27257142857,12.6471428571,118.562857143,0.295142857143
ZnI2,45.3333333333,4.66666666667,15.3333333333,106.396666667,2.32333333333,2.0394,10.0989063333,18.74233,1.99,1.30666666667,488.792333333,698.416666667,0.272,44.75,5.67333333333,7.62333333333,52.3666666667,0.38966
ZnIn2O4,22.8571428571,3.14285714286,14.5714285714,51.2842857143,2.71,0.920640857143,10.777017,28.0270557143,1.70714285714,0.942857142857,252.802428571,877.314571429,0.646571428571,28.0545714286,3.92514285714,2.10828571429,83.0919428571,0.399009942857
ZnIn2S4,27.4285714286,3.71428571429,14.5714285714,60.4671428571,2.21857142857,1.27264,8.91527985714,21.2937871429,1.86714285714,1.17142857143,443.659571429,1235.92714286,0.526571428571,24.2385714286,4.22857142857,2.97,86.8571428571,0.400394285714
ZnIn2Se4,37.7142857143,4.28571428571,14.5714285714,87.2614285714,2.20142857143,1.24,8.56806842857,20.0664271429,1.92428571429,1.25142857143,503.996714286,1373.29285714,0.305428571429,25.7602857143,5.86228571429,5.06714285714,96.1828571429,0.410514285714
ZnIn2Te4,48.0,4.85714285714,14.5714285714,115.055714286,1.94428571429,1.21188571429,8.143617,18.5864271429,2.01571428571,1.36,634.688142857,1546.43571429,0.237428571429,25.97,6.67428571429,11.9814285714,110.074285714,0.412285714286
ZnLa2O4,25.1428571429,3.42857142857,11.7142857143,58.17,2.51571428571,0.977783714286,10.7171712857,25.7952557143,1.85,1.09142857143,470.916714286,1287.886,0.635714285714,28.1602857143,3.59257142857,2.94828571429,132.583371429,0.204438514286
ZnLa2S4,29.7142857143,4.0,11.7142857143,67.3528571429,2.02428571429,1.32978285714,8.85543414286,19.0619871429,2.01,1.32,661.773857143,1646.49857143,0.515714285714,24.3442857143,3.896,3.81,136.348571429,0.205822857143
ZnLa2Se4,40.0,4.57142857143,11.7142857143,94.1471428571,2.00714285714,1.29714285714,8.50822271429,17.8346271429,2.06714285714,1.4,722.111,1783.86428571,0.294571428571,25.866,5.52971428571,5.90714285714,145.674285714,0.215942857143
ZnLa2Te4,50.2857142857,5.14285714286,11.7142857143,121.941428571,1.75,1.26902857143,8.08377128571,16.3546271429,2.15857142857,1.50857142857,852.802428571,1957.00714286,0.226571428571,26.0757142857,6.34171428571,12.8214285714,159.565714286,0.217714285714
ZnO,19.0,3.0,14.0,40.695,2.545,0.73056075,11.5061245,26.542745,1.765,0.92,373.5185,635.169,0.653,27.384,4.2845,3.786,59.35545,0.5801337
ZnS,23.0,3.5,14.0,48.73,2.115,1.03856,9.8771045,20.651135,1.905,1.12,540.5185,948.955,0.548,24.045,4.55,4.54,62.65,0.581345
ZnSc2O4,14.8571428571,2.85714285714,11.7142857143,31.33,2.59,0.888640857143,10.9984827143,26.2926185714,1.77,0.991428571429,648.345285714,1108.45742857,0.742285714286,27.706,2.68942857143,5.74828571429,105.506228571,0.211009942857
ZnSc2S4,19.4285714286,3.42857142857,11.7142857143,40.5128571429,2.09857142857,1.24064,9.13674557143,19.55935,1.93,1.22,839.202428571,1467.07,0.622285714286,23.89,2.99285714286,6.61,109.271428571,0.212394285714
ZnSc2Se4,29.7142857143,4.0,11.7142857143,67.3071428571,2.08142857143,1.208,8.78953414286,18.33199,1.98714285714,1.3,899.539571429,1604.43571429,0.401142857143,25.4117142857,4.62657142857,8.70714285714,118.597142857,0.222514285714
ZnSc2Te4,40.0,4.57142857143,11.7142857143,95.1014285714,1.82428571429,1.17988571429,8.36508271429,16.85199,2.07857142857,1.40857142857,1030.231,1777.57857143,0.333142857143,25.6214285714,5.43857142857,15.6214285714,132.488571429,0.224285714286
ZnSe,32.0,4.0,14.0,72.175,2.1,1.01,9.5732945,19.577195,1.955,1.19,593.3135,1069.15,0.3545,25.3765,5.9795,6.375,70.81,0.5902
ZnTe,41.0,4.5,14.0,96.495,1.875,0.9854,9.2018995,18.282195,2.035,1.285,707.6685,1220.65,0.295,25.56,6.69,12.425,82.965,0.59175
ZnY2O4,20.0,3.14285714286,11.7142857143,43.8871428571,2.55,0.922640857143,10.9001427143,26.1281128571,1.81857142857,1.04,642.916714286,1253.886,0.665142857143,27.9945714286,3.11428571429,4.434,122.220514286,0.215009942857
ZnY2S4,24.5714285714,3.71428571429,11.7142857143,53.07,2.05857142857,1.27464,9.03840557143,19.3948442857,1.97857142857,1.26857142857,833.773857143,1612.49857143,0.545142857143,24.1785714286,3.41771428571,5.29571428571,125.985714286,0.216394285714
ZnY2Se4,34.8571428571,4.28571428571,11.7142857143,79.8642857143,2.04142857143,1.242,8.69119414286,18.1674842857,2.03571428571,1.34857142857,894.111,1749.86428571,0.324,25.7002857143,5.05142857143,7.39285714286,135.311428571,0.226514285714
ZnY2Te4,45.1428571429,4.85714285714,11.7142857143,107.658571429,1.78428571429,1.21388571429,8.26674271429,16.6874842857,2.12714285714,1.45714285714,1024.80242857,1923.00714286,0.256,25.91,5.86342857143,14.3071428571,149.202857143,0.228285714286
